,ell,TT,TE,EE,BB,KK
25558,25558,3.6774408999999997e-22,-4.264307e-24,3.598153e-24,3.501722e-24,5.0584543e-23
25559,25559,3.693464e-22,-4.262144e-24,3.5984566e-24,3.5010755e-24,5.0580924999999996e-23
25560,25560,3.7082368e-22,-4.2600823e-24,3.5986982e-24,3.500438e-24,5.057731e-23
25561,25561,3.7215817e-22,-4.2581372e-24,3.5988689999999996e-24,3.499811e-24,5.0573695e-23
25562,25562,3.7333373e-22,-4.2563245e-24,3.598961e-24,3.4991953e-24,5.057008e-23
25563,25563,3.7433612e-22,-4.254657e-24,3.5989662000000004e-24,3.498592e-24,5.0566468e-23
25564,25564,3.7515305e-22,-4.2531469999999995e-24,3.5988784e-24,3.4980020000000005e-24,5.0562852999999994e-23
25565,25565,3.7577444e-22,-4.2518038e-24,3.5986925e-24,3.497426e-24,5.055924e-23
25566,25566,3.761925e-22,-4.250636e-24,3.5984041e-24,3.4968647e-24,5.0555626e-23
25567,25567,3.7640169999999997e-22,-4.2496492e-24,3.5980103e-24,3.4963183e-24,5.0552014e-23
25568,25568,3.7639905000000003e-22,-4.2488474e-24,3.5975094e-24,3.495787e-24,5.0548401999999995e-23
25569,25569,3.76184e-22,-4.2482324e-24,3.5969012e-24,3.4952711e-24,5.0544789999999996e-23
25570,25570,3.757584e-22,-4.247804e-24,3.5961858e-24,3.4947702e-24,5.054118e-23
25571,25571,3.751266e-22,-4.2475593e-24,3.5953658e-24,3.494284e-24,5.0537566999999996e-23
25572,25572,3.7429537e-22,-4.247494e-24,3.5944442000000004e-24,3.4938122e-24,5.0533955e-23
25573,25573,3.7327372e-22,-4.247601e-24,3.5934253000000004e-24,3.493354e-24,5.0530343999999996e-23
25574,25574,3.7207295999999996e-22,-4.247872e-24,3.5923148e-24,3.4929087e-24,5.0526736e-23
25575,25575,3.7070638e-22,-4.248296e-24,3.5911192e-24,3.4924752e-24,5.0523124e-23
25576,25576,3.6918932e-22,-4.2488612e-24,3.5898463e-24,3.4920526e-24,5.0519516e-23
25577,25577,3.6753872e-22,-4.2495530000000006e-24,3.5885045e-24,3.4916395e-24,5.0515907e-23
25578,25578,3.6577321999999997e-22,-4.250356599999999e-24,3.5871029999999996e-24,3.4912348999999995e-24,5.05123e-23
25579,25579,3.6391265e-22,-4.2512547e-24,3.585652e-24,3.490837e-24,5.050869e-23
25580,25580,3.6197806000000003e-22,-4.25223e-24,3.5841619999999996e-24,3.4904445e-24,5.0505083e-23
25581,25581,3.5999126e-22,-4.2532635e-24,3.582644e-24,3.4900557e-24,5.0501475e-23
25582,25582,3.5797476e-22,-4.254336e-24,3.5811094e-24,3.4896693e-24,5.0497866e-23
25583,25583,3.5595135e-22,-4.2554276e-24,3.5795698e-24,3.4892833e-24,5.049426e-23
25584,25584,3.5394387e-22,-4.2565183e-24,3.5780365e-24,3.4888965e-24,5.0490653e-23
25585,25585,3.519751e-22,-4.257588e-24,3.5765215e-24,3.4885067999999996e-24,5.048705e-23
25586,25586,3.5006717e-22,-4.2586173e-24,3.5750359e-24,3.4881129999999995e-24,5.0483444e-23
25587,25587,3.4824165999999997e-22,-4.259586599999999e-24,3.5735905999999996e-24,3.4877136e-24,5.047984e-23
25588,25588,3.4651915e-22,-4.2604774e-24,3.5721964e-24,3.4873068e-24,5.0476234e-23
25589,25589,3.4491895e-22,-4.2612723000000004e-24,3.5708628e-24,3.4868913e-24,5.047263e-23
25590,25590,3.434591e-22,-4.2619545e-24,3.5695993e-24,3.4864659999999996e-24,5.0469025e-23
25591,25591,3.421558e-22,-4.2625082999999996e-24,3.5684142e-24,3.48603e-24,5.0465424e-23
25592,25592,3.4102363000000003e-22,-4.2629207e-24,3.5673152999999995e-24,3.4855816e-24,5.0461820000000003e-23
25593,25593,3.4007502e-22,-4.2631797000000004e-24,3.5663084999999995e-24,3.4851204e-24,5.0458217e-23
25594,25594,3.3932038e-22,-4.2632738e-24,3.5653997e-24,3.4846455e-24,5.0454612999999995e-23
25595,25595,3.3876779999999997e-22,-4.2631957e-24,3.564593e-24,3.484156e-24,5.0451009999999995e-23
25596,25596,3.3842297999999997e-22,-4.262938e-24,3.5638914e-24,3.4836524e-24,5.044741e-23
25597,25597,3.3828937e-22,-4.2624974999999996e-24,3.5632968e-24,3.4831335e-24,5.044381e-23
25598,25598,3.3836778e-22,-4.261871e-24,3.56281e-24,3.4825996e-24,5.0440208e-23
25599,25599,3.3865666e-22,-4.261058e-24,3.56243e-24,3.482051e-24,5.0436606e-23
25600,25600,3.3915199999999997e-22,-4.260062e-24,3.5621551e-24,3.4814876999999996e-24,5.0433004999999994e-23
25601,25601,3.3984737e-22,-4.2588853000000005e-24,3.5619823e-24,3.4809102e-24,5.0429407e-23
25602,25602,3.4073402e-22,-4.2575357e-24,3.5619073e-24,3.4803193e-24,5.0425806e-23
25603,25603,3.41801e-22,-4.2560209999999994e-24,3.5619246e-24,3.4797156e-24,5.0422208e-23
25604,25604,3.4303523999999997e-22,-4.2543502999999996e-24,3.5620276e-24,3.4791003e-24,5.0418609999999996e-23
25605,25605,3.4442177e-22,-4.2525367e-24,3.562209e-24,3.478474e-24,5.0415012e-23
25606,25606,3.4594380000000002e-22,-4.2505934e-24,3.56246e-24,3.4778381999999995e-24,5.0411414999999997e-23
25607,25607,3.4758302e-22,-4.248535e-24,3.562772e-24,3.4771942e-24,5.0407816999999995e-23
25608,25608,3.4931974e-22,-4.246379e-24,3.5631346e-24,3.4765433e-24,5.0404220000000003e-23
25609,25609,3.5113312e-22,-4.2441415e-24,3.5635373e-24,3.475887e-24,5.0400619999999995e-23
25610,25610,3.5300146e-22,-4.2418413000000004e-24,3.5639693999999996e-24,3.4752268e-24,5.0397027e-23
25611,25611,3.5490244e-22,-4.239498e-24,3.5644194e-24,3.4745643999999996e-24,5.039343e-23
25612,25612,3.568133e-22,-4.237131e-24,3.5648758e-24,3.4739012999999996e-24,5.0389835e-23
25613,25613,3.5871126e-22,-4.2347605000000005e-24,3.565327e-24,3.4732393e-24,5.038624e-23
25614,25614,3.6057365e-22,-4.2324056999999996e-24,3.5657616e-24,3.4725796e-24,5.0382643e-23
25615,25615,3.6237818e-22,-4.2300868e-24,3.566168e-24,3.4719244000000004e-24,5.0379047999999997e-23
25616,25616,3.6410333e-22,-4.227823e-24,3.5665353e-24,3.4712747e-24,5.0375453999999996e-23
25617,25617,3.657284e-22,-4.2256329999999994e-24,3.5668532e-24,3.4706322e-24,5.0371863e-23
25618,25618,3.6723394e-22,-4.2235347e-24,3.5671112e-24,3.4699983999999996e-24,5.0368269999999997e-23
25619,25619,3.6860187e-22,-4.2215446e-24,3.5673005e-24,3.4693743e-24,5.0364673999999996e-23
25620,25620,3.698157e-22,-4.2196784000000006e-24,3.5674126e-24,3.4687613e-24,5.0361083e-23
25621,25621,3.7086073e-22,-4.2179498e-24,3.5674396999999996e-24,3.4681604e-24,5.035749e-23
25622,25622,3.7172425999999997e-22,-4.2163716e-24,3.5673752999999995e-24,3.4675726e-24,5.0353898e-23
25623,25623,3.723957e-22,-4.2149548e-24,3.567214e-24,3.4669981999999994e-24,5.0350307e-23
25624,25624,3.7286659999999997e-22,-4.2137075000000006e-24,3.5669513999999996e-24,3.4664383e-24,5.0346715999999996e-23
25625,25625,3.73131e-22,-4.212637e-24,3.5665839999999996e-24,3.4658933999999994e-24,5.0343125999999997e-23
25626,25626,3.731852e-22,-4.2117485999999996e-24,3.5661105e-24,3.4653632e-24,5.0339535e-23
25627,25627,3.7302805e-22,-4.2110443e-24,3.5655294e-24,3.4648481999999995e-24,5.0335946999999995e-23
25628,25628,3.7266079999999995e-22,-4.2105247e-24,3.5648416e-24,3.4643484e-24,5.0332356e-23
25629,25629,3.720871e-22,-4.210189e-24,3.5640488e-24,3.4638629999999995e-24,5.0328765e-23
25630,25630,3.7131312000000003e-22,-4.210033e-24,3.5631541e-24,3.4633923e-24,5.0325177999999994e-23
25631,25631,3.7034725e-22,-4.210051e-24,3.5621616e-24,3.4629355e-24,5.032159e-23
25632,25632,3.6920013999999997e-22,-4.210236e-24,3.5610762999999995e-24,3.4624914e-24,5.0318003e-23
25633,25633,3.6788458e-22,-4.2105770000000006e-24,3.5599052e-24,3.4620594e-24,5.0314411999999996e-23
25634,25634,3.6641525999999997e-22,-4.2110641999999994e-24,3.558655e-24,3.4616386999999995e-24,5.0310825e-23
25635,25635,3.6480865999999996e-22,-4.2116835e-24,3.5573348e-24,3.4612276e-24,5.030724e-23
25636,25636,3.6308289999999998e-22,-4.2124207999999996e-24,3.555953e-24,3.4608254e-24,5.0303654e-23
25637,25637,3.6125744e-22,-4.2132595e-24,3.5545197e-24,3.4604303e-24,5.0300066e-23
25638,25638,3.5935288e-22,-4.214183e-24,3.5530454e-24,3.460041e-24,5.0296482000000003e-23
25639,25639,3.5739078e-22,-4.2151729999999994e-24,3.5515412e-24,3.4596562e-24,5.0292894999999996e-23
25640,25640,3.5539333e-22,-4.2162109999999996e-24,3.550018e-24,3.4592737e-24,5.0289309999999994e-23
25641,25641,3.5338313e-22,-4.2172770000000004e-24,3.5484875e-24,3.4588924999999996e-24,5.0285726999999994e-23
25642,25642,3.5138292e-22,-4.2183522e-24,3.5469611e-24,3.4585106e-24,5.0282143e-23
25643,25643,3.4941535999999996e-22,-4.2194165e-24,3.5454506e-24,3.4581268e-24,5.027856e-23
25644,25644,3.475026e-22,-4.220449500000001e-24,3.5439671999999995e-24,3.457739e-24,5.0274975e-23
25645,25645,3.4566636000000003e-22,-4.221433e-24,3.5425217e-24,3.4573462e-24,5.027139e-23
25646,25646,3.4392725000000003e-22,-4.2223477e-24,3.5411253e-24,3.4569465e-24,5.0267807e-23
25647,25647,3.4230485e-22,-4.223176e-24,3.5397874e-24,3.4565387e-24,5.0264227e-23
25648,25648,3.4081736999999996e-22,-4.2239009999999996e-24,3.5385176e-24,3.4561215e-24,5.0260642999999996e-23
25649,25649,3.3948146999999997e-22,-4.2245075e-24,3.5373243e-24,3.4556936e-24,5.0257062e-23
25650,25650,3.3831196e-22,-4.2249806e-24,3.5362152e-24,3.4552542999999996e-24,5.0253482e-23
25651,25651,3.3732178e-22,-4.2253076e-24,3.5351969999999996e-24,3.4548021999999995e-24,5.02499e-23
25652,25652,3.3652178e-22,-4.225478e-24,3.5342753e-24,3.4543369e-24,5.0246320000000004e-23
25653,25653,3.3592057e-22,-4.2254819999999996e-24,3.5334548e-24,3.4538574e-24,5.0242739999999995e-23
25654,25654,3.3552447e-22,-4.225313e-24,3.5327382999999996e-24,3.4533635e-24,5.023916e-23
25655,25655,3.353374e-22,-4.2249654e-24,3.5321285999999995e-24,3.452855e-24,5.023558e-23
25656,25656,3.3536082e-22,-4.2244360000000004e-24,3.5316256999999996e-24,3.4523315000000004e-24,5.0232002999999995e-23
25657,25657,3.3559383e-22,-4.223724e-24,3.53123e-24,3.4517933e-24,5.0228421999999995e-23
25658,25658,3.3603298e-22,-4.2228296e-24,3.5309394e-24,3.4512406e-24,5.0224845e-23
25659,25659,3.3667252e-22,-4.2217569999999995e-24,3.5307512e-24,3.4506738e-24,5.0221267999999996e-23
25660,25660,3.3750432999999997e-22,-4.220511e-24,3.5306612e-24,3.4500933e-24,5.021769e-23
25661,25661,3.3851805e-22,-4.219099e-24,3.5306645e-24,3.4495e-24,5.0214114e-23
25662,25662,3.3970124e-22,-4.2175294999999996e-24,3.5307547e-24,3.4488947999999995e-24,5.0210537e-23
25663,25663,3.4103942e-22,-4.215814e-24,3.5309243e-24,3.4482786e-24,5.0206960000000004e-23
25664,25664,3.4251643e-22,-4.2139647e-24,3.5311654e-24,3.4476522999999995e-24,5.0203383e-23
25665,25665,3.441144e-22,-4.2119960000000004e-24,3.5314687e-24,3.4470178e-24,5.019981e-23
25666,25666,3.4581413e-22,-4.2099236e-24,3.5318246e-24,3.446376e-24,5.0196233e-23
25667,25667,3.4759515000000004e-22,-4.2077643e-24,3.532223e-24,3.4457283e-24,5.019266e-23
25668,25668,3.4943614999999997e-22,-4.205535e-24,3.5326523e-24,3.4450765e-24,5.0189086e-23
25669,25669,3.513151e-22,-4.203254499999999e-24,3.533102e-24,3.444422e-24,5.0185510000000005e-23
25670,25670,3.5320951999999997e-22,-4.200942e-24,3.5335602e-24,3.4437662999999996e-24,5.0181935e-23
25671,25671,3.5509673e-22,-4.1986176e-24,3.5340156999999994e-24,3.4431112e-24,5.0178359999999995e-23
25672,25672,3.569542e-22,-4.1962996000000006e-24,3.5344568e-24,3.4424583e-24,5.017479e-23
25673,25673,3.5875974e-22,-4.194008e-24,3.534872e-24,3.441809e-24,5.0171218e-23
25674,25674,3.6049172000000004e-22,-4.191762e-24,3.5352504e-24,3.4411649e-24,5.0167644000000003e-23
25675,25675,3.6212947e-22,-4.18958e-24,3.5355815e-24,3.4405276e-24,5.0164073999999996e-23
25676,25676,3.636533e-22,-4.1874799999999996e-24,3.5358552e-24,3.4398979999999996e-24,5.01605e-23
25677,25677,3.6504496999999996e-22,-4.185479e-24,3.536062e-24,3.4392784e-24,5.015693e-23
25678,25678,3.6628770000000002e-22,-4.183592e-24,3.5361935e-24,3.4386688e-24,5.0153359999999993e-23
25679,25679,3.6736646999999996e-22,-4.1818337e-24,3.5362416e-24,3.4380712e-24,5.014979e-23
25680,25680,3.682682e-22,-4.1802173999999996e-24,3.5362e-24,3.4374862e-24,5.014622e-23
25681,25681,3.6898182e-22,-4.178754e-24,3.5360625e-24,3.4369144e-24,5.0142649999999997e-23
25682,25682,3.6949852e-22,-4.177453e-24,3.535825e-24,3.4363567e-24,5.0139079999999996e-23
25683,25683,3.6981174e-22,-4.1763216e-24,3.5354838e-24,3.4358135e-24,5.0135514e-23
25684,25684,3.6991726e-22,-4.1753658e-24,3.5350366e-24,3.435285e-24,5.0131943999999996e-23
25685,25685,3.6981335e-22,-4.174589e-24,3.5344828e-24,3.4347715999999996e-24,5.0128377e-23
25686,25686,3.6950068e-22,-4.1739927e-24,3.5338223e-24,3.4342730000000004e-24,5.0124807e-23
25687,25687,3.6898234e-22,-4.1735759999999995e-24,3.5330569e-24,3.433789e-24,5.012124e-23
25688,25688,3.6826379999999997e-22,-4.1733366e-24,3.532189e-24,3.4333194e-24,5.0117673999999995e-23
25689,25689,3.6735293e-22,-4.1732693999999994e-24,3.5312228e-24,3.4328636e-24,5.0114107e-23
25690,25690,3.6625972e-22,-4.173368e-24,3.5301631e-24,3.4324208e-24,5.0110539999999995e-23
25691,25691,3.6499634e-22,-4.173623299999999e-24,3.5290165e-24,3.4319904e-24,5.0106978e-23
25692,25692,3.6357697e-22,-4.1740257e-24,3.5277898000000004e-24,3.431571e-24,5.0103409999999996e-23
25693,25693,3.6201755e-22,-4.174562e-24,3.5264912e-24,3.4311618e-24,5.0099844e-23
25694,25694,3.6033568e-22,-4.175219e-24,3.5251296e-24,3.4307613e-24,5.0096279999999997e-23
25695,25695,3.585503e-22,-4.175982e-24,3.5237147e-24,3.4303684e-24,5.0092718e-23
25696,25696,3.5668162999999996e-22,-4.1768347e-24,3.522257e-24,3.4299818e-24,5.008915e-23
25697,25697,3.5475084e-22,-4.177759e-24,3.520767e-24,3.4295997e-24,5.008559e-23
25698,25698,3.527798e-22,-4.1787372e-24,3.5192559999999994e-24,3.4292204e-24,5.0082025e-23
25699,25699,3.507908e-22,-4.1797509999999994e-24,3.5177354e-24,3.4288429999999995e-24,5.0078462e-23
25700,25700,3.4880642999999996e-22,-4.1807816e-24,3.5162168e-24,3.4284651999999995e-24,5.0074899999999996e-23
25701,25701,3.4684913e-22,-4.1818085e-24,3.5147115e-24,3.4280857e-24,5.007134e-23
25702,25702,3.4494105000000003e-22,-4.1828133999999996e-24,3.5132311999999994e-24,3.427703e-24,5.0067776e-23
25703,25703,3.4310374e-22,-4.1837775e-24,3.5117866e-24,3.4273157e-24,5.0064216999999997e-23
25704,25704,3.4135797e-22,-4.1846817e-24,3.5103886e-24,3.426922e-24,5.0060654e-23
25705,25705,3.3972339999999997e-22,-4.185509e-24,3.5090470000000004e-24,3.4265206e-24,5.0057094e-23
25706,25706,3.3821834e-22,-4.186242e-24,3.5077713e-24,3.42611e-24,5.0053534000000004e-23
25707,25707,3.3685970000000003e-22,-4.1868657e-24,3.5065707e-24,3.4256895999999995e-24,5.0049975e-23
25708,25708,3.3566258e-22,-4.1873653e-24,3.5054522e-24,3.4252577e-24,5.0046415000000004e-23
25709,25709,3.3464029999999997e-22,-4.187728e-24,3.5044233e-24,3.4248138e-24,5.0042855e-23
25710,25710,3.3380395999999997e-22,-4.1879417e-24,3.5034894e-24,3.4243567e-24,5.0039296000000005e-23
25711,25711,3.3316271999999997e-22,-4.187998e-24,3.5026552e-24,3.4238862e-24,5.0035739999999996e-23
25712,25712,3.3272329999999996e-22,-4.1878888e-24,3.5019244e-24,3.4234013e-24,5.003218e-23
25713,25713,3.3249012e-22,-4.1876077e-24,3.5012995e-24,3.4229022e-24,5.0028624e-23
25714,25714,3.3246522e-22,-4.1871515e-24,3.500781e-24,3.4223882e-24,5.0025067e-23
25715,25715,3.3264821e-22,-4.1865183e-24,3.5003695e-24,3.4218598e-24,5.002151e-23
25716,25716,3.3303624e-22,-4.185707999999999e-24,3.500063e-24,3.421317e-24,5.001795e-23
25717,25717,3.3362409999999997e-22,-4.1847237e-24,3.4998593e-24,3.4207602000000005e-24,5.0014395e-23
25718,25718,3.3440425e-22,-4.1835693e-24,3.4997542999999996e-24,3.4201897e-24,5.0010843e-23
25719,25719,3.3536698e-22,-4.1822505e-24,3.4997432e-24,3.4196064e-24,5.0007287e-23
25720,25720,3.3650035999999996e-22,-4.1807764e-24,3.49982e-24,3.419011e-24,5.000373e-23
25721,25721,3.3779049999999995e-22,-4.179157e-24,3.4999777e-24,3.4184047e-24,5.0000178e-23
25722,25722,3.3922175999999996e-22,-4.177403e-24,3.500208e-24,3.4177882e-24,4.999662e-23
25723,25723,3.407768e-22,-4.175529e-24,3.5005022e-24,3.4171632999999995e-24,4.999307e-23
25724,25724,3.4243683e-22,-4.1735487e-24,3.5008507e-24,3.4165307e-24,4.9989516e-23
25725,25725,3.441819e-22,-4.1714783e-24,3.5012433e-24,3.4158921e-24,4.9985963e-23
25726,25726,3.4599107e-22,-4.169334e-24,3.5016694e-24,3.4152489999999995e-24,4.998241e-23
25727,25727,3.4784264e-22,-4.1671344999999994e-24,3.5021175999999996e-24,3.4146028e-24,4.9978858e-23
25728,25728,3.497144e-22,-4.1648976e-24,3.502577e-24,3.4139553e-24,4.9975305000000004e-23
25729,25729,3.5158396e-22,-4.1626416e-24,3.5030354999999996e-24,3.4133078e-24,4.9971752e-23
25730,25730,3.5342895e-22,-4.1603864e-24,3.503482e-24,3.412662e-24,4.9968203e-23
25731,25731,3.5522729999999997e-22,-4.15815e-24,3.503905e-24,3.4120196e-24,4.9964649999999994e-23
25732,25732,3.5695744e-22,-4.1559516e-24,3.5042936e-24,3.4113819999999996e-24,4.9961100000000004e-23
25733,25733,3.5859869999999995e-22,-4.1538092e-24,3.5046371e-24,3.4107506e-24,4.9957551999999997e-23
25734,25734,3.601314e-22,-4.1517405999999994e-24,3.504925e-24,3.4101268e-24,4.9954003000000004e-23
25735,25735,3.6153707999999997e-22,-4.1497619999999994e-24,3.5051484e-24,3.409512e-24,4.9950453e-23
25736,25736,3.6279882e-22,-4.147889e-24,3.5052983e-24,3.4089072999999996e-24,4.9946904e-23
25737,25737,3.6390144e-22,-4.146136e-24,3.5053666e-24,3.408314e-24,4.9943355e-23
25738,25738,3.6483149999999997e-22,-4.1445168e-24,3.5053464e-24,3.4077326e-24,4.9939806e-23
25739,25739,3.6557765e-22,-4.1430414e-24,3.5052323e-24,3.4071645e-24,4.993626e-23
25740,25740,3.6613065e-22,-4.14172e-24,3.505019e-24,3.4066098e-24,4.993271e-23
25741,25741,3.6648356999999997e-22,-4.1405607000000006e-24,3.504703e-24,3.4060694999999995e-24,4.9929165e-23
25742,25742,3.6663172e-22,-4.139569e-24,3.5042822e-24,3.4055436e-24,4.992562e-23
25743,25743,3.6657288e-22,-4.1387497e-24,3.5037548e-24,3.4050324999999996e-24,4.992207e-23
25744,25744,3.663072e-22,-4.1381039999999996e-24,3.5031212e-24,3.404536e-24,4.9918524e-23
25745,25745,3.6583725e-22,-4.137632e-24,3.5023826e-24,3.4040541999999996e-24,4.991498e-23
25746,25746,3.6516797999999996e-22,-4.1373324e-24,3.5015415e-24,3.4035864e-24,4.9911433e-23
25747,25747,3.6430667e-22,-4.1372006e-24,3.5006015e-24,3.4031322e-24,4.990789e-23
25748,25748,3.6326278e-22,-4.1372304999999994e-24,3.4995674e-24,3.402691e-24,4.9904345e-23
25749,25749,3.6204795e-22,-4.1374144e-24,3.4984452e-24,3.4022624e-24,4.9900802e-23
25750,25750,3.6067579999999997e-22,-4.1377429999999995e-24,3.497242e-24,3.4018448e-24,4.9897256e-23
25751,25751,3.5916176000000003e-22,-4.1382044999999994e-24,3.4959655e-24,3.4014373e-24,4.9893714e-23
25752,25752,3.5752293e-22,-4.1387865e-24,3.4946245e-24,3.4010389999999996e-24,4.9890172e-23
25753,25753,3.557778e-22,-4.139475e-24,3.4932285e-24,3.4006483e-24,4.988663e-23
25754,25754,3.5394618e-22,-4.1402537e-24,3.4917876e-24,3.4002638e-24,4.9883086999999996e-23
25755,25755,3.5204878e-22,-4.1411066999999996e-24,3.4903124e-24,3.3998843e-24,4.9879545e-23
25756,25756,3.5010714000000004e-22,-4.1420166e-24,3.4888143e-24,3.399508e-24,4.9876003e-23
25757,25757,3.4814332e-22,-4.1429655e-24,3.4873044e-24,3.3991336e-24,4.9872460000000004e-23
25758,25758,3.4617955999999998e-22,-4.1439349999999996e-24,3.4857941e-24,3.3987594e-24,4.986892e-23
25759,25759,3.4423814e-22,-4.144907e-24,3.484295e-24,3.3983838e-24,4.986538e-23
25760,25760,3.4234107e-22,-4.1458625e-24,3.4828184e-24,3.3980054e-24,4.986184e-23
25761,25761,3.4050980999999995e-22,-4.1467826999999996e-24,3.4813756e-24,3.3976225e-24,4.9858299999999994e-23
25762,25762,3.3876503999999997e-22,-4.1476504999999996e-24,3.4799767e-24,3.3972337e-24,4.9854763e-23
25763,25763,3.3712652e-22,-4.148448e-24,3.4786323e-24,3.3968377e-24,4.9851224e-23
25764,25764,3.3561262e-22,-4.149159e-24,3.477352e-24,3.396433e-24,4.9847685e-23
25765,25765,3.3424033e-22,-4.1497678e-24,3.4761445e-24,3.3960187e-24,4.9844146e-23
25766,25766,3.3302499999999997e-22,-4.150261e-24,3.4750176e-24,3.3955935e-24,4.9840607e-23
25767,25767,3.3198013999999998e-22,-4.1506247e-24,3.4739785e-24,3.3951563e-24,4.9837072e-23
25768,25768,3.311172e-22,-4.150848e-24,3.4730329999999995e-24,3.3947068e-24,4.9833533e-23
25769,25769,3.3044556e-22,-4.1509214000000005e-24,3.472186e-24,3.3942437e-24,4.9829998e-23
25770,25770,3.299724e-22,-4.1508372e-24,3.4714417e-24,3.3937668e-24,4.9826461999999996e-23
25771,25771,3.2970254e-22,-4.150588699999999e-24,3.470802e-24,3.3932759999999996e-24,4.9822923999999997e-23
25772,25772,3.2963842999999997e-22,-4.150172e-24,3.4702686e-24,3.3927704e-24,4.9819388e-23
25773,25773,3.2978011999999996e-22,-4.149585e-24,3.4698414e-24,3.3922507e-24,4.9815852999999997e-23
25774,25774,3.3012532e-22,-4.1488284e-24,3.4695196e-24,3.3917166e-24,4.981232e-23
25775,25775,3.3066924e-22,-4.1479025e-24,3.4693004e-24,3.3911689e-24,4.9808786e-23
25776,25776,3.3140493e-22,-4.1468119999999995e-24,3.4691805e-24,3.3906075e-24,4.980525e-23
25777,25777,3.323231e-22,-4.145562e-24,3.469155e-24,3.3900333000000004e-24,4.980172e-23
25778,25778,3.3341239999999995e-22,-4.1441607e-24,3.4692186e-24,3.3894471e-24,4.9798183e-23
25779,25779,3.3465944e-22,-4.142617e-24,3.469364e-24,3.38885e-24,4.979465e-23
25780,25780,3.3604905e-22,-4.140942e-24,3.4695830999999996e-24,3.3882428e-24,4.9791119999999995e-23
25781,25781,3.375643e-22,-4.1391482e-24,3.4698678e-24,3.3876268e-24,4.9787587e-23
25782,25782,3.3918697999999998e-22,-4.137249e-24,3.4702087e-24,3.3870034e-24,4.9784055e-23
25783,25783,3.4089745e-22,-4.1352603e-24,3.4705953e-24,3.3863734e-24,4.9780523e-23
25784,25784,3.4267517e-22,-4.1331976999999994e-24,3.4710175e-24,3.385739e-24,4.9776990000000004e-23
25785,25785,3.4449876e-22,-4.1310783e-24,3.4714638e-24,3.3851012e-24,4.977346e-23
25786,25786,3.4634637e-22,-4.128919e-24,3.4719233e-24,3.3844618e-24,4.976993e-23
25787,25787,3.4819582999999997e-22,-4.126739e-24,3.4723843e-24,3.3838223e-24,4.97664e-23
25788,25788,3.5002499999999996e-22,-4.1245552999999995e-24,3.4728355e-24,3.3831841e-24,4.9762869999999997e-23
25789,25789,3.5181197e-22,-4.1223873e-24,3.4732655e-24,3.3825488e-24,4.9759342e-23
25790,25790,3.5353526e-22,-4.1202523e-24,3.4736632e-24,3.381918e-24,4.9755814e-23
25791,25791,3.5517424999999998e-22,-4.118168e-24,3.474018e-24,3.381293e-24,4.9752285999999995e-23
25792,25792,3.5670925e-22,-4.116152e-24,3.4743195999999995e-24,3.3806755e-24,4.9748757e-23
25793,25793,3.5812178e-22,-4.1142199999999994e-24,3.4745583e-24,3.3800665999999994e-24,4.974523e-23
25794,25794,3.5939484999999997e-22,-4.112387e-24,3.4747255e-24,3.3794675e-24,4.97417e-23
25795,25795,3.6051304e-22,-4.110668e-24,3.474813e-24,3.3788792e-24,4.9738175e-23
25796,25796,3.6146277999999997e-22,-4.1090745999999994e-24,3.4748138e-24,3.3783028e-24,4.9734646999999996e-23
25797,25797,3.6223244e-22,-4.1076188e-24,3.4747218e-24,3.377739e-24,4.9731121999999997e-23
25798,25798,3.6281253e-22,-4.1063095e-24,3.474532e-24,3.3771887e-24,4.9727594e-23
25799,25799,3.6319572e-22,-4.1051555e-24,3.4742409e-24,3.3766523e-24,4.972407e-23
25800,25800,3.6337704999999997e-22,-4.104162e-24,3.4738451e-24,3.3761299e-24,4.9720544e-23
25801,25801,3.6335385e-22,-4.1033336e-24,3.4733438e-24,3.375622e-24,4.971702e-23
25802,25802,3.6312589999999998e-22,-4.1026726e-24,3.4727364e-24,3.3751287e-24,4.9713494000000004e-23
25803,25803,3.6269526e-22,-4.1021787e-24,3.4720243e-24,3.3746497e-24,4.9709971999999996e-23
25804,25804,3.6206646e-22,-4.101851e-24,3.4712094e-24,3.3741846e-24,4.9706447e-23
25805,25805,3.6124633999999997e-22,-4.101685e-24,3.4702952e-24,3.3737334e-24,4.9702922e-23
25806,25806,3.6024386e-22,-4.1016764999999995e-24,3.4692864999999996e-24,3.3732947e-24,4.96994e-23
25807,25807,3.5907025e-22,-4.1018165e-24,3.4681885999999996e-24,3.3728683999999996e-24,4.969588e-23
25808,25808,3.577386e-22,-4.102097e-24,3.4670088e-24,3.3724534e-24,4.9692358e-23
25809,25809,3.5626388e-22,-4.1025074e-24,3.4657544e-24,3.3720483e-24,4.9688832999999996e-23
25810,25810,3.5466277e-22,-4.103035e-24,3.4644338e-24,3.3716526e-24,4.9685309999999997e-23
25811,25811,3.5295342e-22,-4.1036666e-24,3.4630568999999994e-24,3.3712644e-24,4.9681793e-23
25812,25812,3.5115513000000003e-22,-4.104387e-24,3.461633e-24,3.3708827999999995e-24,4.9678272e-23
25813,25813,3.4928834999999998e-22,-4.1051810000000005e-24,3.4601733e-24,3.3705061e-24,4.9674749999999994e-23
25814,25814,3.4737423999999997e-22,-4.1060315e-24,3.4586886e-24,3.370133e-24,4.9671232e-23
