,ell,TT,TE,EE,BB,KK
13048,13048,4.6660045e-21,-5.835368e-23,4.8589792e-23,4.4492764e-23,1.6448853000000002e-22
13049,13049,4.6691375e-21,-5.8331034e-23,4.8577465e-23,4.4479732e-23,1.6446729e-22
13050,13050,4.6719010000000006e-21,-5.830864999999999e-23,4.8564959999999995e-23,4.4466732e-23,1.6444605e-22
13051,13051,4.6742476999999995e-21,-5.828657e-23,4.8552252e-23,4.4453767e-23,1.6442482e-22
13052,13052,4.6761355000000004e-21,-5.826485e-23,4.8539320000000004e-23,4.444084e-23,1.6440359e-22
13053,13053,4.6775277e-21,-5.824353500000001e-23,4.8526144999999996e-23,4.442795e-23,1.6438235e-22
13054,13054,4.6783923e-21,-5.822267e-23,4.8512710000000004e-23,4.4415107e-23,1.6436114e-22
13055,13055,4.6787054e-21,-5.820228699999999e-23,4.8499009999999995e-23,4.4402305000000004e-23,1.6433992e-22
13056,13056,4.678448e-21,-5.8182417e-23,4.8485029999999997e-23,4.4389548e-23,1.6431870000000001e-22
13057,13057,4.6776076e-21,-5.8163085e-23,4.847076e-23,4.437684e-23,1.6429749e-22
13058,13058,4.67618e-21,-5.814431e-23,4.8456204e-23,4.4364176e-23,1.6427628999999998e-22
13059,13059,4.674166e-21,-5.81261e-23,4.8441362e-23,4.435156e-23,1.6425507999999999e-22
13060,13060,4.6715742e-21,-5.8108466e-23,4.842624e-23,4.4338989999999996e-23,1.6423388e-22
13061,13061,4.66842e-21,-5.809141000000001e-23,4.8410838000000004e-23,4.4326465999999996e-23,1.6421269000000002e-22
13062,13062,4.6647246e-21,-5.807492e-23,4.8395173e-23,4.4313987e-23,1.641915e-22
13063,13063,4.660516e-21,-5.805898e-23,4.8379259999999996e-23,4.430155e-23,1.6417032e-22
13064,13064,4.6558277e-21,-5.804358e-23,4.8363112e-23,4.4289151999999995e-23,1.6414914e-22
13065,13065,4.6506994e-21,-5.802869e-23,4.8346754e-23,4.4276790000000003e-23,1.6412795999999998e-22
13066,13066,4.6451754e-21,-5.801428e-23,4.83302e-23,4.4264464e-23,1.6410677999999998e-22
13067,13067,4.6393040000000005e-21,-5.800031e-23,4.8313485e-23,4.4252168e-23,1.6408559999999999e-22
13068,13068,4.6331383000000005e-21,-5.7986744e-23,4.8296627e-23,4.42399e-23,1.6406444e-22
13069,13069,4.6267349999999994e-21,-5.7973536e-23,4.8279658e-23,4.4227653e-23,1.6404329000000001e-22
13070,13070,4.6201527e-21,-5.7960633e-23,4.8262606e-23,4.4215422999999995e-23,1.6402212999999999e-22
13071,13071,4.6134519999999995e-21,-5.7947987e-23,4.8245504999999996e-23,4.420321e-23,1.6400098e-22
13072,13072,4.606695e-21,-5.7935542e-23,4.8228383000000003e-23,4.4191005e-23,1.6397983e-22
13073,13073,4.5999452999999996e-21,-5.792324e-23,4.8211275e-23,4.4178805999999995e-23,1.639587e-22
13074,13074,4.593265e-21,-5.791102299999999e-23,4.8194206e-23,4.4166608e-23,1.6393754e-22
13075,13075,4.586716e-21,-5.789883e-23,4.8177215999999996e-23,4.4154406e-23,1.6391641e-22
13076,13076,4.5803588e-21,-5.7886605e-23,4.8160326e-23,4.4142196999999997e-23,1.6389529e-22
13077,13077,4.5742508e-21,-5.7874285e-23,4.8143572e-23,4.4129974e-23,1.6387415e-22
13078,13078,4.5684474e-21,-5.786182e-23,4.8126977999999997e-23,4.4117734e-23,1.6385303000000002e-22
13079,13079,4.563e-21,-5.784915e-23,4.811057e-23,4.4105476e-23,1.638319e-22
13080,13080,4.5579562e-21,-5.783622e-23,4.8094376e-23,4.4093194e-23,1.638108e-22
13081,13081,4.553358e-21,-5.782298e-23,4.8078412999999995e-23,4.4080885e-23,1.6378969e-22
13082,13082,4.549242999999999e-21,-5.780939e-23,4.8062695999999996e-23,4.4068546999999994e-23,1.6376858e-22
13083,13083,4.5456434e-21,-5.7795404e-23,4.804725e-23,4.4056175e-23,1.6374747e-22
13084,13084,4.5425836e-21,-5.7780985e-23,4.8032082e-23,4.4043771999999995e-23,1.6372638e-22
13085,13085,4.5400843e-21,-5.77661e-23,4.80172e-23,4.403133e-23,1.6370529e-22
13086,13086,4.5381574e-21,-5.7750728e-23,4.8002616e-23,4.4018855e-23,1.6368419e-22
13087,13087,4.53681e-21,-5.773484e-23,4.798833e-23,4.4006344e-23,1.6366311e-22
13088,13088,4.5360418e-21,-5.771843e-23,4.7974340000000003e-23,4.3993789999999996e-23,1.6364203000000001e-22
13089,13089,4.5358446e-21,-5.7701482e-23,4.7960641999999994e-23,4.3981204000000005e-23,1.6362094999999998e-22
13090,13090,4.5362056e-21,-5.7683996e-23,4.7947229999999993e-23,4.3968582e-23,1.6359987999999998e-22
13091,13091,4.537103999999999e-21,-5.7665976e-23,4.7934094e-23,4.3955926000000003e-23,1.635788e-22
13092,13092,4.5385139999999995e-21,-5.7647432e-23,4.792122e-23,4.3943238e-23,1.6355773999999998e-22
13093,13093,4.5404026999999995e-21,-5.7628378e-23,4.7908589999999996e-23,4.3930515e-23,1.6353668000000002e-22
13094,13094,4.542733e-21,-5.7608834e-23,4.7896187e-23,4.391777e-23,1.6351562999999999e-22
13095,13095,4.5454613e-21,-5.7588833e-23,4.788399e-23,4.3904994e-23,1.6349458e-22
13096,13096,4.5485407e-21,-5.756840000000001e-23,4.787197e-23,4.3892199999999996e-23,1.6347353e-22
13097,13097,4.5519196999999996e-21,-5.7547578e-23,4.7860100000000003e-23,4.3879386e-23,1.6345249e-22
13098,13098,4.555543e-21,-5.752640399999999e-23,4.7848359999999997e-23,4.386656e-23,1.6343144e-22
13099,13099,4.5593533e-21,-5.7504928e-23,4.7836714e-23,4.3853723e-23,1.6341041e-22
13100,13100,4.563291e-21,-5.7483195e-23,4.7825136e-23,4.384088e-23,1.6338937e-22
13101,13101,4.5672945e-21,-5.746125799999999e-23,4.781359e-23,4.3828035e-23,1.6336835e-22
13102,13102,4.571303e-21,-5.743917e-23,4.7802044000000003e-23,4.3815195e-23,1.6334731999999998e-22
13103,13103,4.5752535e-21,-5.7416988e-23,4.7790473e-23,4.380236e-23,1.633263e-22
13104,13104,4.579086e-21,-5.7394766e-23,4.7778839999999996e-23,4.3789538e-23,1.6330529e-22
13105,13105,4.5827400000000005e-21,-5.7372565e-23,4.776712e-23,4.377673e-23,1.6328427e-22
13106,13106,4.586159e-21,-5.7350433e-23,4.775528e-23,4.3763944e-23,1.6326326e-22
13107,13107,4.5892875999999995e-21,-5.7328437e-23,4.7743292e-23,4.375118e-23,1.6324227e-22
13108,13108,4.5920746999999994e-21,-5.730662e-23,4.7731129999999996e-23,4.3738447e-23,1.6322127e-22
13109,13109,4.5944737e-21,-5.728504e-23,4.7718773e-23,4.3725741999999995e-23,1.6320027e-22
13110,13110,4.5964410000000004e-21,-5.7263746e-23,4.77062e-23,4.3713069999999996e-23,1.6317929e-22
13111,13111,4.5979403e-21,-5.7242776e-23,4.7693389999999996e-23,4.3700439999999994e-23,1.6315828999999999e-22
13112,13112,4.5989386e-21,-5.7222182e-23,4.7680324999999996e-23,4.3687849999999996e-23,1.6313731e-22
13113,13113,4.59941e-21,-5.7201993e-23,4.7666994999999997e-23,4.3675295999999994e-23,1.6311634e-22
13114,13114,4.5993347000000005e-21,-5.718225000000001e-23,4.7653389999999995e-23,4.3662790000000004e-23,1.6309535999999998e-22
13115,13115,4.5986988e-21,-5.716297e-23,4.7639503e-23,4.3650322999999996e-23,1.6307439e-22
13116,13116,4.5974952999999996e-21,-5.7144182e-23,4.762533e-23,4.3637902e-23,1.6305343e-22
13117,13117,4.5957234e-21,-5.7125905e-23,4.7610873999999997e-23,4.3625526999999995e-23,1.6303246e-22
13118,13118,4.5933892e-21,-5.710814e-23,4.7596132e-23,4.3613199999999996e-23,1.6301150999999998e-22
13119,13119,4.5905058e-21,-5.709090000000001e-23,4.7581119999999995e-23,4.3600909999999997e-23,1.6299054999999998e-22
13120,13120,4.5870916e-21,-5.7074186e-23,4.756584e-23,4.3588667e-23,1.6296961e-22
13121,13121,4.583172e-21,-5.7057987e-23,4.7550307000000004e-23,4.3576465e-23,1.6294865e-22
13122,13122,4.5787781999999995e-21,-5.7042288e-23,4.7534542e-23,4.3564299999999996e-23,1.6292771e-22
13123,13123,4.5739466e-21,-5.702706999999999e-23,4.7518559999999995e-23,4.3552175999999994e-23,1.6290679e-22
13124,13124,4.5687183e-21,-5.701232e-23,4.7502380000000003e-23,4.354008e-23,1.6288584e-22
13125,13125,4.5631395999999995e-21,-5.6997997e-23,4.7486031999999996e-23,4.3528017999999994e-23,1.6286492e-22
13126,13126,4.5572610000000004e-21,-5.6984074e-23,4.7469539999999996e-23,4.3515982e-23,1.62844e-22
13127,13127,4.551135e-21,-5.697051000000001e-23,4.745293e-23,4.350397e-23,1.6282306999999998e-22
13128,13128,4.5448189999999996e-21,-5.695727e-23,4.7436232000000004e-23,4.3491977e-23,1.6280216e-22
13129,13129,4.538371e-21,-5.69443e-23,4.7419477999999996e-23,4.3479997e-23,1.6278124999999998e-22
13130,13130,4.531851e-21,-5.693156e-23,4.7402693e-23,4.346803e-23,1.6276033e-22
13131,13131,4.5253197e-21,-5.6918994e-23,4.7385918e-23,4.3456072e-23,1.6273942999999999e-22
13132,13132,4.5188377e-21,-5.690655e-23,4.7369175e-23,4.3444113e-23,1.6271852999999999e-22
13133,13133,4.5124655e-21,-5.6894177e-23,4.73525e-23,4.3432154e-23,1.6269763e-22
13134,13134,4.5062619999999996e-21,-5.6881826e-23,4.7335919999999996e-23,4.3420184e-23,1.6267675e-22
13135,13135,4.5002833e-21,-5.6869433e-23,4.7319468e-23,4.3408208e-23,1.6265586e-22
13136,13136,4.494584e-21,-5.6856953e-23,4.7303172000000004e-23,4.3396217e-23,1.6263497e-22
13137,13137,4.4892148e-21,-5.684433e-23,4.7287052999999994e-23,4.3384209999999995e-23,1.6261408999999998e-22
13138,13138,4.4842223e-21,-5.683152199999999e-23,4.727114e-23,4.337218e-23,1.6259322e-22
13139,13139,4.479649e-21,-5.6818474e-23,4.7255446e-23,4.3360128e-23,1.6257234e-22
13140,13140,4.475533e-21,-5.680514399999999e-23,4.7240004e-23,4.3348047e-23,1.6255149e-22
13141,13141,4.4719055e-21,-5.679149e-23,4.7224818e-23,4.333594e-23,1.6253061e-22
13142,13142,4.468794e-21,-5.677748199999999e-23,4.7209906e-23,4.3323796e-23,1.6250976e-22
13143,13143,4.4662176e-21,-5.676308e-23,4.719528e-23,4.3311620000000004e-23,1.6248891e-22
13144,13144,4.4641917000000004e-21,-5.6748262e-23,4.7180942999999997e-23,4.3299413e-23,1.6246805e-22
13145,13145,4.462723e-21,-5.6733e-23,4.7166902e-23,4.328717e-23,1.6244721e-22
13146,13146,4.4618136e-21,-5.671728e-23,4.7153155999999997e-23,4.3274894e-23,1.6242636e-22
13147,13147,4.461458e-21,-5.670108999999999e-23,4.7139705e-23,4.3262579999999994e-23,1.6240552000000002e-22
13148,13148,4.4616440000000006e-21,-5.668441999999999e-23,4.7126535e-23,4.3250232999999997e-23,1.6238468999999998e-22
13149,13149,4.462354e-21,-5.6667275e-23,4.711364e-23,4.3237854e-23,1.6236386e-22
13150,13150,4.4635637000000004e-21,-5.6649657e-23,4.710101e-23,4.322544e-23,1.6234303e-22
13151,13151,4.4652433e-21,-5.6631574e-23,4.7088624999999994e-23,4.3213003e-23,1.6232221000000002e-22
13152,13152,4.4673580000000006e-21,-5.6613048e-23,4.7076467999999994e-23,4.3200533e-23,1.623014e-22
13153,13153,4.469867e-21,-5.659408999999999e-23,4.7064520000000004e-23,4.3188043e-23,1.6228058000000001e-22
13154,13154,4.4727252999999996e-21,-5.6574734e-23,4.7052754000000003e-23,4.317553e-23,1.6225978e-22
13155,13155,4.4758850000000006e-21,-5.6555007e-23,4.7041145e-23,4.3162997e-23,1.6223896e-22
13156,13156,4.4792925e-21,-5.6534943e-23,4.7029664999999996e-23,4.3150452e-23,1.6221816e-22
13157,13157,4.4828936000000005e-21,-5.6514585e-23,4.7018289999999995e-23,4.3137896e-23,1.6219737e-22
13158,13158,4.4866305999999996e-21,-5.649396599999999e-23,4.700698e-23,4.3125332999999994e-23,1.6217656e-22
13159,13159,4.490445e-21,-5.6473135e-23,4.6995716e-23,4.3112767e-23,1.6215577000000002e-22
13160,13160,4.494277e-21,-5.6452138e-23,4.698446e-23,4.3100204e-23,1.62135e-22
13161,13161,4.498067e-21,-5.6431027e-23,4.6973182e-23,4.3087648e-23,1.6211421e-22
13162,13162,4.501756e-21,-5.6409846e-23,4.696185e-23,4.30751e-23,1.6209344e-22
13163,13163,4.505285e-21,-5.6388647e-23,4.695044e-23,4.3062567e-23,1.6207266e-22
13164,13164,4.5085992999999995e-21,-5.6367484e-23,4.6938915e-23,4.3050053e-23,1.6205190000000001e-22
13165,13165,4.5116453e-21,-5.6346403e-23,4.692725e-23,4.303756e-23,1.6203112000000002e-22
13166,13166,4.514372e-21,-5.6325455e-23,4.691542e-23,4.302509e-23,1.6201035999999999e-22
13167,13167,4.516734e-21,-5.630468299999999e-23,4.6903397999999996e-23,4.3012652e-23,1.6198961999999998e-22
13168,13168,4.5186884999999994e-21,-5.6284134e-23,4.6891168e-23,4.3000246e-23,1.6196885000000001e-22
13169,13169,4.5201984e-21,-5.626385e-23,4.6878701999999995e-23,4.2987874e-23,1.6194811e-22
13170,13170,4.5212323e-21,-5.624387399999999e-23,4.6865994000000004e-23,4.297554e-23,1.6192736e-22
13171,13171,4.5217625e-21,-5.6224237e-23,4.6853019999999993e-23,4.296324e-23,1.6190662999999998e-22
13172,13172,4.5217696e-21,-5.6204968e-23,4.6839782e-23,4.2950987e-23,1.6188587999999998e-22
13173,13173,4.521239e-21,-5.6186097e-23,4.682626e-23,4.293877e-23,1.6186515e-22
13174,13174,4.520161999999999e-21,-5.6167647e-23,4.6812457e-23,4.29266e-23,1.6184442999999999e-22
13175,13175,4.5185375e-21,-5.614963e-23,4.679837e-23,4.291447e-23,1.618237e-22
13176,13176,4.51637e-21,-5.6132068e-23,4.6784004e-23,4.2902383e-23,1.6180296999999998e-22
13177,13177,4.5136708e-21,-5.6114956e-23,4.6769366e-23,4.2890336999999997e-23,1.6178226999999998e-22
13178,13178,4.5104565000000005e-21,-5.609830699999999e-23,4.6754458e-23,4.2878333e-23,1.6176154999999998e-22
13179,13179,4.5067510000000005e-21,-5.608210799999999e-23,4.6739303e-23,4.2866370000000003e-23,1.6174084e-22
13180,13180,4.5025828e-21,-5.6066356e-23,4.6723906e-23,4.2854442e-23,1.6172014e-22
13181,13181,4.4979864e-21,-5.6051035e-23,4.6708293e-23,4.284255e-23,1.6169942999999999e-22
13182,13182,4.4930009999999994e-21,-5.6036127e-23,4.6692483e-23,4.2830686999999997e-23,1.6167874e-22
13183,13183,4.4876702e-21,-5.602161e-23,4.66765e-23,4.2818855999999996e-23,1.6165805e-22
13184,13184,4.4820427e-21,-5.6007456e-23,4.6660367000000004e-23,4.2807050000000003e-23,1.6163736e-22
13185,13185,4.4761688e-21,-5.5993633e-23,4.664411e-23,4.2795266999999996e-23,1.6161668e-22
13186,13186,4.4701025e-21,-5.5980102e-23,4.6627759999999995e-23,4.2783506e-23,1.6159600000000001e-22
13187,13187,4.4639e-21,-5.5966832e-23,4.6611347000000005e-23,4.277176e-23,1.6157532e-22
13188,13188,4.4576196e-21,-5.5953776e-23,4.65949e-23,4.276002e-23,1.6155464e-22
13189,13189,4.4513192999999995e-21,-5.5940894e-23,4.6578456e-23,4.2748288e-23,1.6153398e-22
13190,13190,4.4450579999999996e-21,-5.592813699999999e-23,4.6562035e-23,4.2736559999999994e-23,1.6151331999999999e-22
13191,13191,4.4388940000000005e-21,-5.591546299999999e-23,4.6545677e-23,4.2724834e-23,1.6149264999999999e-22
13192,13192,4.4328847e-21,-5.5902824e-23,4.652941e-23,4.27131e-23,1.61472e-22
13193,13193,4.4270845000000005e-21,-5.589017e-23,4.6513255e-23,4.2701355999999997e-23,1.6145135000000002e-22
13194,13194,4.4215462e-21,-5.587745999999999e-23,4.6497254e-23,4.2689602e-23,1.6143069999999999e-22
13195,13195,4.4163197999999996e-21,-5.5864643e-23,4.6481423e-23,4.267783e-23,1.6141005e-22
13196,13196,4.4114503e-21,-5.5851677e-23,4.6465786e-23,4.266604e-23,1.6138941999999999e-22
13197,13197,4.4069799999999996e-21,-5.5838525e-23,4.645037e-23,4.2654227e-23,1.6136877999999999e-22
13198,13198,4.402946e-21,-5.582514e-23,4.6435192e-23,4.2642389999999997e-23,1.6134813999999999e-22
13199,13199,4.3993790000000004e-21,-5.5811487e-23,4.642027e-23,4.2630523999999996e-23,1.6132751999999998e-22
13200,13200,4.3963064e-21,-5.5797533e-23,4.6405615e-23,4.2618627e-23,1.613069e-22
13201,13201,4.3937485000000004e-21,-5.5783253e-23,4.6391239999999996e-23,4.2606702999999995e-23,1.6128628e-22
13202,13202,4.3917185e-21,-5.576862e-23,4.6377156e-23,4.2594743999999994e-23,1.6126567e-22
13203,13203,4.3902264e-21,-5.575361e-23,4.6363358e-23,4.2582753e-23,1.6124505e-22
13204,13204,4.389273e-21,-5.573821e-23,4.6349855e-23,4.2570728000000003e-23,1.6122443999999999e-22
13205,13205,4.3888537000000004e-21,-5.5722406e-23,4.6336639999999994e-23,4.2558675e-23,1.6120384e-22
13206,13206,4.3889589999999996e-21,-5.570619e-23,4.6323705e-23,4.2546583999999995e-23,1.6118323e-22
13207,13207,4.3895714e-21,-5.5689568e-23,4.6311049999999996e-23,4.2534466e-23,1.6116264e-22
13208,13208,4.3906683e-21,-5.5672533e-23,4.6298655999999997e-23,4.2522316e-23,1.6114206e-22
13209,13209,4.3922217e-21,-5.5655102e-23,4.6286509999999996e-23,4.2510139999999997e-23,1.6112146e-22
13210,13210,4.3941979999999994e-21,-5.563728e-23,4.6274592e-23,4.2497936e-23,1.6110088e-22
13211,13211,4.3965582e-21,-5.561909e-23,4.6262886e-23,4.2485713e-23,1.610803e-22
13212,13212,4.39926e-21,-5.5600552e-23,4.6251364e-23,4.2473466e-23,1.6105972e-22
13213,13213,4.4022563e-21,-5.558169e-23,4.6240005e-23,4.2461205e-23,1.6103915e-22
13214,13214,4.4054964e-21,-5.5562534e-23,4.6228777999999995e-23,4.2448926e-23,1.6101859e-22
13215,13215,4.408928e-21,-5.554312e-23,4.6217658000000003e-23,4.2436639999999994e-23,1.6099802e-22
13216,13216,4.4124957e-21,-5.552348e-23,4.6206614999999997e-23,4.2424349999999995e-23,1.6097747e-22
13217,13217,4.416142e-21,-5.5503654e-23,4.6195617000000004e-23,4.2412053000000003e-23,1.6095690999999998e-22
13218,13218,4.41981e-21,-5.5483684e-23,4.6184636e-23,4.239976e-23,1.6093636e-22
13219,13219,4.4234416e-21,-5.546361e-23,4.6173638e-23,4.2387475e-23,1.6091581e-22
13220,13220,4.4269792e-21,-5.5443476e-23,4.6162594999999996e-23,4.2375197e-23,1.6089527e-22
13221,13221,4.430367e-21,-5.5423322e-23,4.6151475e-23,4.2362933000000005e-23,1.6087473000000002e-22
13222,13222,4.4335513000000005e-21,-5.540320000000001e-23,4.614025e-23,4.2350685000000004e-23,1.6085418999999998e-22
13223,13223,4.4364787e-21,-5.5383143e-23,4.6128892e-23,4.233846e-23,1.6083366999999999e-22
13224,13224,4.4391015e-21,-5.53632e-23,4.6117377e-23,4.2326257e-23,1.6081313999999998e-22
13225,13225,4.441374e-21,-5.5343414e-23,4.6105679999999994e-23,4.2314086e-23,1.6079262e-22
13226,13226,4.4432555e-21,-5.532382e-23,4.6093769999999995e-23,4.230194e-23,1.6077209e-22
13227,13227,4.444709e-21,-5.5304452e-23,4.6081642e-23,4.228983e-23,1.6075158e-22
13228,13228,4.4457039999999995e-21,-5.5285346e-23,4.606927e-23,4.2277753999999995e-23,1.6073107e-22
13229,13229,4.4462136e-21,-5.5266534e-23,4.6056639999999996e-23,4.2265715e-23,1.6071056e-22
13230,13230,4.4462185e-21,-5.524804199999999e-23,4.6043750000000005e-23,4.2253717999999994e-23,1.6069006e-22
13231,13231,4.4457039999999995e-21,-5.522989400000001e-23,4.603058e-23,4.2241755e-23,1.6066956e-22
13232,13232,4.444660999999999e-21,-5.5212106e-23,4.601713e-23,4.2229838e-23,1.6064906000000002e-22
13233,13233,4.443089e-21,-5.5194696e-23,4.6003402e-23,4.221796e-23,1.6062857e-22
13234,13234,4.4409915999999994e-21,-5.517767e-23,4.5989396e-23,4.2206117000000004e-23,1.6060808e-22
13235,13235,4.438379e-21,-5.516104e-23,4.5975116e-23,4.2194317e-23,1.605876e-22
13236,13236,4.435268e-21,-5.5144802e-23,4.5960572000000004e-23,4.2182556e-23,1.6056712e-22
13237,13237,4.4316809999999994e-21,-5.512895e-23,4.5945774999999996e-23,4.2170833e-23,1.6054664999999998e-22
13238,13238,4.427645e-21,-5.5113483e-23,4.5930742e-23,4.2159144e-23,1.6052618e-22
13239,13239,4.423194e-21,-5.5098384e-23,4.5915490000000003e-23,4.2147490000000004e-23,1.605057e-22
13240,13240,4.4183657e-21,-5.508363599999999e-23,4.5900037e-23,4.2135868e-23,1.6048524e-22
13241,13241,4.4132020000000005e-21,-5.506921699999999e-23,4.5884404e-23,4.212427e-23,1.6046478e-22
13242,13242,4.4077493e-21,-5.5055106e-23,4.586862e-23,4.2112699999999996e-23,1.6044432e-22
13243,13243,4.402058e-21,-5.504127e-23,4.5852714e-23,4.210115e-23,1.6042386999999999e-22
13244,13244,4.396179e-21,-5.502768399999999e-23,4.5836705999999995e-23,4.2089616999999996e-23,1.6040343e-22
13245,13245,4.3901679999999996e-21,-5.501430599999999e-23,4.5820632e-23,4.2078098e-23,1.6038298e-22
13246,13246,4.384079999999999e-21,-5.5001108e-23,4.5804516e-23,4.206659e-23,1.6036254e-22
13247,13247,4.377973e-21,-5.4988045e-23,4.5788394e-23,4.2055089999999994e-23,1.6034211e-22
13248,13248,4.3719037e-21,-5.497508e-23,4.5772296e-23,4.2043587e-23,1.6032166999999999e-22
13249,13249,4.365928e-21,-5.4962174e-23,4.5756246000000003e-23,4.2032086e-23,1.6030124e-22
13250,13250,4.360102e-21,-5.4949285e-23,4.5740282999999994e-23,4.202058e-23,1.6028083e-22
13251,13251,4.354479e-21,-5.493637e-23,4.572443e-23,4.2009066000000004e-23,1.602604e-22
13252,13252,4.3491104e-21,-5.4923392e-23,4.570872e-23,4.199754e-23,1.6023998999999998e-22
13253,13253,4.3440442e-21,-5.4910312e-23,4.5693175e-23,4.1985998e-23,1.6021956999999997e-22
13254,13254,4.339325e-21,-5.4897087e-23,4.5677819999999996e-23,4.1974434e-23,1.6019917e-22
13255,13255,4.3349932999999996e-21,-5.4883688e-23,4.5662680000000005e-23,4.1962853e-23,1.6017877000000002e-22
13256,13256,4.3310853e-21,-5.4870074e-23,4.5647767e-23,4.1951245e-23,1.6015837e-22
13257,13257,4.327632e-21,-5.4856224e-23,4.5633104999999995e-23,4.193961e-23,1.6013797e-22
13258,13258,4.3246584e-21,-5.48421e-23,4.5618707e-23,4.1927947e-23,1.6011759e-22
13259,13259,4.3221849999999995e-21,-5.4827684e-23,4.5604586e-23,4.1916254999999996e-23,1.6009718999999998e-22
13260,13260,4.320225e-21,-5.4812953e-23,4.5590743e-23,4.1904535e-23,1.6007681e-22
13261,13261,4.318787e-21,-5.4797895e-23,4.5577189999999996e-23,4.189278e-23,1.6005643e-22
13262,13262,4.317873e-21,-5.478248999999999e-23,4.5563928e-23,4.1880995e-23,1.6003605e-22
13263,13263,4.317479e-21,-5.476674e-23,4.555095e-23,4.186918e-23,1.6001568e-22
13264,13264,4.3175933999999996e-21,-5.475063e-23,4.5538253999999995e-23,4.1857334e-23,1.5999531e-22
13265,13265,4.3182009999999996e-21,-5.473416999999999e-23,4.5525833000000004e-23,4.1845457999999995e-23,1.5997495e-22
13266,13266,4.3192787e-21,-5.471736e-23,4.5513673e-23,4.1833554000000003e-23,1.5995459e-22
13267,13267,4.3208e-21,-5.470021e-23,4.5501762e-23,4.1821622999999996e-23,1.5993423e-22
13268,13268,4.3227315e-21,-5.4682734e-23,4.549008e-23,4.1809667e-23,1.5991386999999998e-22
13269,13269,4.3250354e-21,-5.466495e-23,4.5478609999999996e-23,4.1797694e-23,1.5989353000000002e-22
13270,13270,4.3276702e-21,-5.4646877e-23,4.546733e-23,4.1785696000000004e-23,1.5987318000000002e-22
13271,13271,4.3305897e-21,-5.462854e-23,4.545621e-23,4.177369e-23,1.5985284e-22
13272,13272,4.333745e-21,-5.460997e-23,4.5445233999999994e-23,4.1761664e-23,1.5983250999999998e-22
13273,13273,4.337084e-21,-5.4591193e-23,4.5434365e-23,4.1749635e-23,1.5981218e-22
13274,13274,4.3405532999999995e-21,-5.4572246e-23,4.5423574999999996e-23,4.1737595999999996e-23,1.5979185e-22
13275,13275,4.344097e-21,-5.4553164e-23,4.5412837e-23,4.1725559999999997e-23,1.5977153e-22
13276,13276,4.3476589999999996e-21,-5.4533978e-23,4.5402120000000004e-23,4.1713525e-23,1.597512e-22
13277,13277,4.3511824999999995e-21,-5.4514733e-23,4.5391392e-23,4.1701496e-23,1.5973087999999998e-22
13278,13278,4.354612e-21,-5.4495464e-23,4.5380626e-23,4.1689475e-23,1.5971058e-22
13279,13279,4.3578923e-21,-5.4476212e-23,4.5369790000000004e-23,4.1677469999999997e-23,1.5969025999999998e-22
13280,13280,4.3609703e-21,-5.4457012e-23,4.5358852e-23,4.1665484e-23,1.5966996e-22
13281,13281,4.3637955e-21,-5.4437902e-23,4.534779e-23,4.1653517e-23,1.5964965e-22
13282,13282,4.3663206e-21,-5.4418924e-23,4.5336575e-23,4.1641572e-23,1.5962937e-22
13283,13283,4.3685009999999994e-21,-5.440010599999999e-23,4.532518e-23,4.1629657999999996e-23,1.5960906e-22
13284,13284,4.370297e-21,-5.4381485e-23,4.531359e-23,4.1617769999999997e-23,1.5958876999999997e-22
13285,13285,4.3716732e-21,-5.436309e-23,4.5301776e-23,4.160592e-23,1.595685e-22
13286,13286,4.3725986999999995e-21,-5.4344952e-23,4.528973e-23,4.15941e-23,1.5954821e-22
13287,13287,4.3730489999999996e-21,-5.4327095e-23,4.527743e-23,4.1582316999999997e-23,1.5952793e-22
13288,13288,4.373004e-21,-5.4309536e-23,4.5264868e-23,4.1570573e-23,1.5950766e-22
13289,13289,4.3724503999999995e-21,-5.4292296e-23,4.5252034999999995e-23,4.1558867e-23,1.594874e-22
13290,13290,4.3713797e-21,-5.427538599999999e-23,4.5238926999999994e-23,4.15472e-23,1.5946712e-22
13291,13291,4.369791e-21,-5.425881999999999e-23,4.5225541999999997e-23,4.1535573999999995e-23,1.5944686e-22
13292,13292,4.367689e-21,-5.42426e-23,4.5211879999999996e-23,4.1523982e-23,1.5942661e-22
13293,13293,4.365082999999999e-21,-5.422673e-23,4.5197946e-23,4.1512432e-23,1.5940635e-22
13294,13294,4.3619903e-21,-5.421121e-23,4.5183753e-23,4.150092e-23,1.593861e-22
13295,13295,4.358433e-21,-5.4196023e-23,4.5169302e-23,4.1489439999999997e-23,1.5936585e-22
13296,13296,4.354439e-21,-5.4181166e-23,4.5154616000000004e-23,4.1477998e-23,1.5934562e-22
13297,13297,4.35004e-21,-5.4166623e-23,4.5139709999999997e-23,4.1466584e-23,1.5932537e-22
13298,13298,4.3452744e-21,-5.4152374e-23,4.5124602e-23,4.14552e-23,1.5930514e-22
13299,13299,4.3401833e-21,-5.4138395e-23,4.5109312e-23,4.1443845e-23,1.5928492e-22
13300,13300,4.334813e-21,-5.412466700000001e-23,4.509387e-23,4.143251e-23,1.5926468e-22
13301,13301,4.329212e-21,-5.4111157e-23,4.5078295e-23,4.1421196000000004e-23,1.5924445999999999e-22
13302,13302,4.323432e-21,-5.4097834e-23,4.5062619999999994e-23,4.14099e-23,1.5922424e-22
