L,TT,TE,EE,BB,PP
1425,2.5299866135021367e-15,-1.3211865442107905e-16,4.2652564200106974e-17,2.66184986519869e-19,1.1192699737871093e-26
1426,2.5257459972386393e-15,-1.3015928700195307e-16,4.2238624625703784e-17,2.6573040164371074e-19,1.1163395905619186e-26
1427,2.5217706972568264e-15,-1.2818862805982862e-16,4.1833819483372413e-17,2.6527528716923275e-19,1.1134194005457326e-26
1428,2.5173729796270226e-15,-1.2621104146270396e-16,4.143534047493909e-17,2.6481995456360206e-19,1.1105093695561028e-26
1429,2.512782160841979e-15,-1.2421979758596596e-16,4.104992672367677e-17,2.6436409860208445e-19,1.1076094635419524e-26
1430,2.5082293483439256e-15,-1.2222570611991568e-16,4.067107663982353e-17,2.6390772281411517e-19,1.104719648582993e-26
1431,2.5034874992350763e-15,-1.2021989291292377e-16,4.0300603556643597e-17,2.634511373301732e-19,1.1018368247121786e-26
1432,2.4985574183275003e-15,-1.18209455239116e-16,3.9941229215009156e-17,2.629937319831388e-19,1.0989640330047856e-26
1433,2.493889378238969e-15,-1.161910549144674e-16,3.958985063123105e-17,2.6253581729926387e-19,1.0961012399025585e-26
1434,2.4888105572596374e-15,-1.141677844598771e-16,3.9249488787067677e-17,2.6207739674185916e-19,1.0932484119758232e-26
1435,2.483542221476016e-15,-1.1214149956886322e-16,3.891491518248567e-17,2.6161847375790734e-19,1.0904024668098636e-26
1436,2.4783135421490863e-15,-1.1011404563233386e-16,3.8590978430053324e-17,2.611590517781428e-19,1.087566428830958e-26
1437,2.4726743552097274e-15,-1.080787440157631e-16,3.827733105593041e-17,2.6069883015368496e-19,1.0847402649652116e-26
1438,2.4670757759033323e-15,-1.0604686803044621e-16,3.7969680125386143e-17,2.602378135508221e-19,1.0819239422651473e-26
1439,2.461293269211413e-15,-1.0400688696965305e-16,3.7674975601163213e-17,2.5977630983366884e-19,1.0791143957179533e-26
1440,2.4555516878774415e-15,-1.0196974119415448e-16,3.7388016896252574e-17,2.5931432236349405e-19,1.0763146332354205e-26
1441,2.449627118367449e-15,-9.993572717539668e-17,3.710907501043386e-17,2.588512497291232e-19,1.0735246222197209e-26
1442,2.443520338102869e-15,-9.790000641830793e-17,3.6840231151637315e-17,2.5838770169322855e-19,1.0707443301973246e-26
1443,2.4372321212519242e-15,-9.586229033056938e-17,3.658385649236782e-17,2.579233800236007e-19,1.0679707094086368e-26
1444,2.4309890814624517e-15,-9.382921777076543e-17,3.633327531074685e-17,2.574582892655009e-19,1.0652067513840521e-26
1445,2.4243399886369157e-15,-9.180077532253182e-17,3.6094779153406717e-17,2.5699243394348657e-19,1.0624524239936813e-26
1446,2.4179561944333362e-15,-8.977214495299271e-17,3.586201250666065e-17,2.565258185615111e-19,1.0597076952298532e-26
1447,2.4109489834493945e-15,-8.774363312623564e-17,3.5641249723862643e-17,2.5605844760302313e-19,1.0569695344392162e-26
1448,2.4042073653462947e-15,-8.57278225913525e-17,3.5430345525411805e-17,2.555903255310648e-19,1.0542409169024598e-26
1449,2.397287667461939e-15,-8.371360174243334e-17,3.5225073050745263e-17,2.5512145678837037e-19,1.0515218109496649e-26
1450,2.390190645395941e-15,-8.170544931830566e-17,3.503168100281382e-17,2.546515471598856e-19,1.048809198655318e-26
1451,2.3831377390098765e-15,-7.970752114626479e-17,3.4848033289915093e-17,2.5418119873452117e-19,1.0461090254543433e-26
1452,2.375688019030819e-15,-7.771978071745869e-17,3.467170769803936e-17,2.537098190291628e-19,1.0434152913807147e-26
1453,2.368283303962535e-15,-7.573505391983648e-17,3.450535118841929e-17,2.5323741363523478e-19,1.040727977531611e-26
1454,2.3609234293460275e-15,-7.375808591995639e-17,3.434862615423931e-17,2.527642851165455e-19,1.0380530050171728e-26
1455,2.3533857893852097e-15,-7.179270602701927e-17,3.419912066199651e-17,2.522904377909603e-19,1.0353843988050262e-26
1456,2.3456740987648755e-15,-6.984094538747083e-17,3.4061544339578295e-17,2.5181557977453575e-19,1.0327251020660353e-26
1457,2.3375702208625103e-15,-6.789654221210611e-17,3.3928749896289776e-17,2.513400123407579e-19,1.0300750840269607e-26
1458,2.3297315126736147e-15,-6.596301619460811e-17,3.3807806946076536e-17,2.508634443759585e-19,1.0274313603262297e-26
1459,2.3217203578453342e-15,-6.403826335029232e-17,3.3693947704804576e-17,2.503861762972856e-19,1.0247968622194299e-26
1460,2.313534541006092e-15,-6.212902801563567e-17,3.359185641429495e-17,2.499079177584173e-19,1.0221715592555376e-26
1461,2.3053954207872603e-15,-6.023436943665956e-17,3.349236616717057e-17,2.494289683239162e-19,1.0195524795073824e-26
1462,2.297085448488436e-15,-5.835276440264671e-17,3.340457304836803e-17,2.4894903841189167e-19,1.0169425423866056e-26
1463,2.288385330381745e-15,-5.648328465607815e-17,3.332578919664172e-17,2.4846842673805024e-19,1.0143417177603563e-26
1464,2.2799470480589766e-15,-5.4628522397424707e-17,3.3254220228551274e-17,2.4798684448203193e-19,1.0117499756091786e-26
1465,2.2711230065279663e-15,-5.279017794719072e-17,3.3191592168364736e-17,2.475042969588901e-19,1.0091643604714757e-26
1466,2.2625633948530344e-15,-5.0965559921559915e-17,3.313845296093218e-17,2.4702078946010957e-19,1.00658777608512e-26
1467,2.253616535115962e-15,-4.915957723634385e-17,3.3092138170367066e-17,2.4653661901233887e-19,1.004020192743439e-26
1468,2.244715247686158e-15,-4.7369245239766704e-17,3.305465960060213e-17,2.460517896685955e-19,1.001458667237275e-26
1469,2.2358593714131517e-15,-4.5596541824347104e-17,3.302423552416961e-17,2.455657235335415e-19,9.989090012746496e-27
1470,2.2264036817253518e-15,-4.38393660675746e-17,3.300083727078655e-17,2.450790081359239e-19,9.963624365080352e-27
1471,2.2174271957978456e-15,-4.210404343052875e-17,3.2988498731208766e-17,2.445916474690649e-19,9.938276725995413e-27
1472,2.2082817771020238e-15,-4.038614305188154e-17,3.2983117991993923e-17,2.441033557275889e-19,9.912988729152997e-27
1473,2.198965244220135e-15,-3.868907145778055e-17,3.2984377377707334e-17,2.4361413804828244e-19,9.887789140564171e-27
1474,2.1892673520812086e-15,-3.700928072157083e-17,3.299253888754424e-17,2.4312399954521077e-19,9.862677670389408e-27
1475,2.179830376220046e-15,-3.53501685141016e-17,3.300728585718718e-17,2.426332339132555e-19,9.837625169529674e-27
1476,2.17022384658457e-15,-3.37139611574696e-17,3.303089721321434e-17,2.421418450489681e-19,9.812660288810565e-27
1477,2.160664344396014e-15,-3.2096252889127394e-17,3.306132217134527e-17,2.4164926118599377e-19,9.78778274139151e-27
1478,2.150936130177544e-15,-3.050070978754684e-17,3.309853302538396e-17,2.4115635082121126e-19,9.76296349816062e-27
1479,2.1412551978465274e-15,-2.892839460818845e-17,3.314451149651026e-17,2.406622554935017e-19,9.738231095440362e-27
1480,2.1314063894600503e-15,-2.737732567641975e-17,3.319721536096198e-17,2.401678413248816e-19,9.71358524935194e-27
1481,2.1214104500782927e-15,-2.5848795371684195e-17,3.3254327100684676e-17,2.3967253841589155e-19,9.688997050023528e-27
1482,2.111482415186505e-15,-2.4343231332407232e-17,3.332040288917198e-17,2.391763517119927e-19,9.664494919951545e-27
1483,2.1014278980697515e-15,-2.2861230068279788e-17,3.3393122334751313e-17,2.386795716359801e-19,9.640078578182282e-27
1484,2.0913985475555803e-15,-2.1402871544067554e-17,3.347017749736475e-17,2.3818220193625663e-19,9.615719233343193e-27
1485,2.0812433819886734e-15,-1.9968747681531274e-17,3.3553828520252827e-17,2.376839616133693e-19,9.591473667866745e-27
1486,2.0710283362887064e-15,-1.855850874131026e-17,3.3646323363630884e-17,2.371851398787182e-19,9.56725618441733e-27
1487,2.060750839787773e-15,-1.7173169768552102e-17,3.37413788934969e-17,2.366857404277706e-19,9.543151925233395e-27
1488,2.0504763961945622e-15,-1.5812577529695436e-17,3.3844939812024834e-17,2.3618548335495136e-19,9.519103782786488e-27
1489,2.0400747473141554e-15,-1.44775990125018e-17,3.3954989186454747e-17,2.3568493987171803e-19,9.495139916659272e-27
1490,2.029653905832782e-15,-1.3167908559247305e-17,3.406754109337533e-17,2.351835468341017e-19,9.471231770279876e-27
1491,2.0191942058595444e-15,-1.1884311898921344e-17,3.41868218423908e-17,2.3468159145326265e-19,9.447407428676519e-27
1492,2.0087127556054643e-15,-1.0626651281416759e-17,3.431252202245309e-17,2.34179359405963e-19,9.423666619455836e-27
1493,1.9981674172482567e-15,-9.395445713896798e-18,3.4440671889716133e-17,2.3367628977608857e-19,9.399980902359762e-27
1494,1.987583793421164e-15,-8.19081745024667e-18,3.457519964135344e-17,2.3317266858621945e-19,9.376406382435105e-27
1495,1.976976112755823e-15,-7.01297222938285e-18,3.471664122541794e-17,2.3266878033389714e-19,9.352858396507134e-27
1496,1.9663276663996276e-15,-5.861946212059508e-18,3.4862443526542186e-17,2.3216434687832535e-19,9.329421069526815e-27
1497,1.955635844155865e-15,-4.73816748283628e-18,3.501062739892893e-17,2.316593717514212e-19,9.30603798409464e-27
1498,1.9449428199049264e-15,-3.64186582987079e-18,3.5165380101188717e-17,2.3115413828122145e-19,9.282736966929981e-27
1499,1.9342095055291695e-15,-2.5728588950777448e-18,3.532276281695987e-17,2.306480899706519e-19,9.259489808258961e-27
1500,1.9234500439092548e-15,-1.5316153711152156e-18,3.548667155370067e-17,2.301420686232022e-19,9.236324261549375e-27
1501,1.9126701419607583e-15,-5.177457152139531e-19,3.5652899397599564e-17,2.2963551808784564e-19,9.213240062656691e-27
1502,1.901867126636391e-15,4.674900103502389e-19,3.582394157282444e-17,2.291287201462035e-19,9.190209115989437e-27
1503,1.891060575542015e-15,1.4246953243223237e-18,3.599950047797452e-17,2.2862139917570964e-19,9.167259065784715e-27
1504,1.8802283246333206e-15,2.3542597248007847e-18,3.61773369751276e-17,2.281138361896227e-19,9.14438965058073e-27
1505,1.8693760492286336e-15,3.255348266390027e-18,3.6359936470065766e-17,2.276060334951376e-19,9.121572888269668e-27
1506,1.8585149316176313e-15,4.12830441840691e-18,3.6545064743852906e-17,2.27097993388481e-19,9.098836314494416e-27
1507,1.847653330063346e-15,4.973146495656492e-18,3.6734646619859564e-17,2.2658971815496394e-19,9.076152022344318e-27
1508,1.836785752836582e-15,5.7890175810885e-18,3.69270072145194e-17,2.2608148618358e-19,9.053547475344316e-27
1509,1.825892949864355e-15,6.5764993395964285e-18,3.711965324787139e-17,2.2557274714315727e-19,9.03102241635871e-27
1510,1.8150356343393105e-15,7.33490374313707e-18,3.731919229285706e-17,2.2506405515140137e-19,9.008576589193785e-27
1511,1.8041311881717125e-15,8.066489262636677e-18,3.7518996020425206e-17,2.2455513633810505e-19,8.986182236635958e-27
1512,1.7932429976290523e-15,8.765290364361476e-18,3.772180941796576e-17,2.240462675929787e-19,8.9638392134262e-27
1513,1.782346340462826e-15,9.439636424235278e-18,3.792707144834314e-17,2.2353717575740127e-19,8.941602233446422e-27
1514,1.771482368352869e-15,1.0083513802154737e-17,3.8136963332367614e-17,2.2302813697713514e-19,8.919416148947037e-27
1515,1.7606728659832303e-15,1.070122694170624e-17,3.8347636233700744e-17,2.225191523721497e-19,8.897280816586596e-27
1516,1.7498138268199578e-15,1.128675776438454e-17,3.855881330663112e-17,2.2200994984717786e-19,8.875250735324644e-27
1517,1.7389873295531913e-15,1.1846398253085103e-17,3.877267480222566e-17,2.215010772879194e-19,8.853270977004125e-27
1518,1.7281741996104712e-15,1.2380276399157729e-17,3.8989482057447923e-17,2.209922622261639e-19,8.831341400175248e-27
1519,1.7173689697343303e-15,1.2880437355073976e-17,3.920486878764311e-17,2.204832336260293e-19,8.809489077001793e-27
1520,1.7066178383141564e-15,1.3355111591490586e-17,3.94231884093811e-17,2.1997480897079886e-19,8.787713759648248e-27
1521,1.6958527660025178e-15,1.3802416946005837e-17,3.964415738607714e-17,2.1946617294988793e-19,8.765988059546572e-27
1522,1.6850982309426003e-15,1.422045416877171e-17,3.9863969876306625e-17,2.1895786983186214e-19,8.744338943581337e-27
1523,1.674392118065603e-15,1.4611367613872548e-17,4.008479549557375e-17,2.1844989962092205e-19,8.722766166401883e-27
1524,1.663696415737116e-15,1.4973316404486557e-17,4.030825178540315e-17,2.179419919703465e-19,8.701242448631144e-27
1525,1.6530273103189992e-15,1.530838437980852e-17,4.053297785876868e-17,2.174344179386942e-19,8.679794652480905e-27
1526,1.6424062961432285e-15,1.561667622992627e-17,4.0756271738681645e-17,2.1692717752288853e-19,8.658395570932575e-27
1527,1.6318089758590232e-15,1.5894364625949532e-17,4.097867704764271e-17,2.1642027071815324e-19,8.637071996681285e-27
1528,1.621240662485835e-15,1.6147539248579337e-17,4.120396180382978e-17,2.1591396645407784e-19,8.615823688382385e-27
1529,1.610717384521235e-15,1.637428113426838e-17,4.1428353961815775e-17,2.154077264988611e-19,8.594623547115446e-27
1530,1.600238992541261e-15,1.657270829565741e-17,4.165185644264548e-17,2.149020883646301e-19,8.573498261904078e-27
1531,1.589783906994398e-15,1.67429578342412e-17,4.187634734095168e-17,2.143967831059275e-19,8.552447593810402e-27
1532,1.5793948688681e-15,1.6889072276809577e-17,4.210208975115597e-17,2.1389207824567708e-19,8.531444551363104e-27
1533,1.5690262250242863e-15,1.7011172308136282e-17,4.23248032426265e-17,2.1338797272476576e-19,8.510515720508559e-27
1534,1.558723284516578e-15,1.710137299554905e-17,4.254876847235212e-17,2.1288419864949173e-19,8.489634180981968e-27
1535,1.548459168116838e-15,1.7169712048441528e-17,4.277211455673766e-17,2.1238128898719698e-19,8.468826450271508e-27
1536,1.538239073308529e-15,1.7210312979427715e-17,4.299271420083218e-17,2.1187870935811752e-19,8.448065679035134e-27
1537,1.5280974079854403e-15,1.7225224142460835e-17,4.321456450331752e-17,2.1137699134470756e-19,8.427378316564478e-27
1538,1.5180153106928284e-15,1.7216509929538968e-17,4.343553641846404e-17,2.1087560195914848e-19,8.406764129291448e-27
1539,1.5078944855826697e-15,1.718227405038853e-17,4.365218642122493e-17,2.103750714043971e-19,8.386196373830367e-27
1540,1.4978913188229704e-15,1.7124548663986855e-17,4.386797269339235e-17,2.0987539760419137e-19,8.365701397766393e-27
1541,1.4879472059479366e-15,1.7039458968837525e-17,4.408554223994322e-17,2.093763140695839e-19,8.345278969845135e-27
1542,1.4780593017863944e-15,1.6932947605553263e-17,4.430039828383649e-17,2.0887808384174545e-19,8.324902452005483e-27
1543,1.4682089515524211e-15,1.6799216757950482e-17,4.451070468159756e-17,2.0838070486164771e-19,8.30459809070566e-27
1544,1.4584355432129868e-15,1.6644193384083656e-17,4.472279999130397e-17,2.078841750766313e-19,8.284339317685968e-27
1545,1.4487361723798727e-15,1.646596125929539e-17,4.4930363489765936e-17,2.0738822938820834e-19,8.264152312240241e-27
1546,1.4390711696051942e-15,1.6262587903923957e-17,4.51357766302514e-17,2.0689339220081404e-19,8.244010575633944e-27
1547,1.4294797818817616e-15,1.6038054326702453e-17,4.534088383614078e-17,2.0639939808783982e-19,8.22394022025169e-27
1548,1.4199827109609246e-15,1.5790451542233623e-17,4.554358950720351e-17,2.059065070557743e-19,8.203941020000128e-27
1549,1.4105403613443832e-15,1.5521727451965527e-17,4.5742070556539164e-17,2.054144543733237e-19,8.183986580016097e-27
1550,1.4011865216319119e-15,1.523000419344949e-17,4.593869504617827e-17,2.0492323802750766e-19,8.16410291289408e-27
1551,1.391866058657629e-15,1.4915293044346843e-17,4.6132947615726803e-17,2.0443337805463003e-19,8.144289794765539e-27
1552,1.3826570723735994e-15,1.4581515619613947e-17,4.632327282725147e-17,2.039443490663884e-19,8.124520934023564e-27
1553,1.3734966715664901e-15,1.4228694246658404e-17,4.6513330259811137e-17,2.034564094221071e-19,8.10479620904876e-27
1554,1.3644262940393138e-15,1.385302901169278e-17,4.670156038385879e-17,2.029695561327695e-19,8.085141500131122e-27
1555,1.3554040664422688e-15,1.3458374248467648e-17,4.688381488107156e-17,2.0248378621932393e-19,8.065556586198611e-27
1556,1.3464894755597187e-15,1.304285896027639e-17,4.7062450438080595e-17,2.0199935605990393e-19,8.04601531224234e-27
1557,1.337640686894702e-15,1.260842936226316e-17,4.7239034626982245e-17,2.0151574366782792e-19,8.026543460075816e-27
1558,1.3288807506053465e-15,1.2157021785640371e-17,4.741357490144349e-17,2.0103372313863458e-19,8.007140810792361e-27
1559,1.3202248478068698e-15,1.168477567586229e-17,4.758091167883254e-17,2.0055277284205783e-19,7.987781311224376e-27
1560,1.3116338972998986e-15,1.1193681585600235e-17,4.7748296760407234e-17,2.0007288985210745e-19,7.968464843323995e-27
1561,1.303069017532852e-15,1.0685642668480404e-17,4.791006039012071e-17,1.995943289415451e-19,7.949217058338886e-27
1562,1.2945893221774392e-15,1.0158743512152415e-17,4.8070084125525106e-17,1.9911708621457046e-19,7.930037740083186e-27
1563,1.2862099272729302e-15,9.616836061265946e-18,4.8224775821668744e-17,1.9864115778882068e-19,7.910900970120418e-27
1564,1.2779356031017e-15,9.057951203623387e-18,4.8377749352677974e-17,1.981667964970358e-19,7.891832302512746e-27
1565,1.2697582763919702e-15,8.482129676065131e-18,4.852362707145749e-17,1.9769348475228312e-19,7.87283152318206e-27
1566,1.2616468703752508e-15,7.893175976373976e-18,4.8667812753496344e-17,1.972214757423797e-19,7.853872814144204e-27
1567,1.253593481170508e-15,7.28533691575987e-18,4.880289663518813e-17,1.9675102135824227e-19,7.834956060814808e-27
1568,1.2456413236961265e-15,6.663947268472359e-18,4.894040590567332e-17,1.9628211680599082e-19,7.816106688398905e-27
1569,1.2378053348207636e-15,6.027835970670979e-18,4.90708934227704e-17,1.9581450223983869e-19,7.797324485465868e-27
1570,1.2300494260497041e-15,5.377926888970835e-18,4.9199990038481293e-17,1.9534817387371025e-19,7.778583766929983e-27
1571,1.2223911201671024e-15,4.715724425765466e-18,4.932770074456634e-17,1.9488363677440447e-19,7.759909862079559e-27
1572,1.2147919492308736e-15,4.038151663114332e-18,4.944462894535796e-17,1.944203770479828e-19,7.741302561535923e-27
1573,1.2072872346828644e-15,3.3481871927404473e-18,4.9560205056380374e-17,1.939586447244981e-19,7.722710901943436e-27
1574,1.1999171872948665e-15,2.6456517548655375e-18,4.9669111467428685e-17,1.9349843510649176e-19,7.704210904152773e-27
1575,1.1926028423094479e-15,1.9312378257194513e-18,4.977668901499999e-17,1.9303974351296586e-19,7.685751638198495e-27
1576,1.1853844549754752e-15,1.2050883626248373e-18,4.987384138001706e-17,1.9258281808798573e-19,7.667358274637054e-27
1577,1.178261678070467e-15,4.677269126934381e-19,4.9969697519660584e-17,1.9212714824552154e-19,7.649005358570644e-27
1578,1.1712291223001161e-15,-2.801440117141927e-19,5.006073176725409e-17,1.9167348682014294e-19,7.6306927805957e-27
1579,1.1643091286146298e-15,-1.0383870251467756e-18,5.014519925854021e-17,1.9122107173309616e-19,7.612470801516835e-27
